id,name,university,domain,depts,field,dupct,url
60025,Regina M Carelli,University of North Carolina Chapel Hill,unc.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://reginacarelli.web.unc.edu/
60026,Regina Santella,University of North Carolina Chapel Hill,unc.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://gradschool.unc.edu/policies/faculty-staff/faculty/fixed.html
60164,Robin Mcwilliam,University of North Carolina Chapel Hill,unc.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://inclusioninstitute.fpg.unc.edu/node/324
60243,Samantha M Brody,University of North Carolina Chapel Hill,unc.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.med.unc.edu/psych/directories/faculty/meltzer-brody
60278,Scott D Rhodes,University of North Carolina Chapel Hill,unc.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://sph.unc.edu/profiles/scott-rhodes-phd/
60310,Shankar Bhamidi,University of North Carolina Chapel Hill,unc.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://shankarbhamidi.web.unc.edu/
60370,Sonia Napravnik,University of North Carolina Chapel Hill,unc.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.med.unc.edu/infdis/about/faculty/sonia-napravnik-phd
60419,Stephen R Aylward,University of North Carolina Chapel Hill,unc.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.cs.unc.edu/Research/MIDAG/pubs/papers/ISBI04-Jomier-pupil.pdf
60490,Susan T Ennett,University of North Carolina Chapel Hill,unc.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://sph.unc.edu/profiles/susan-ennett-phd/
60677,Virginia Gray,University of North Carolina Chapel Hill,unc.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1,https://politicalscience.unc.edu/people/faculty/faculty-directory-a-c/virginia-gray
60804,Yang Yang,University of North Carolina Chapel Hill,unc.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://yangclaireyang.web.unc.edu/
60865,Aleksandr Zholkovsky,University of Southern California,usc.edu,Slavic Languages and Literatures</li><li>Central Eurasian Studies</li><li>Slavic Languages and Literatures and Linguistics</li><li>Slavic and East European Languages and Literatures</li><li>Slavic Linguistics</li><li>Baltic and Slavic Languages and Literatures,Slavic Languages and Societies,1,http://dornsife.usc.edu/cf/faculty-and-staff/faculty.cfm?pid=1003846
61002,Bill Tierney,University of Southern California,usc.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://www.usc.edu/dept/chepa/wgtiern/
61026,Bryan Spann,University of Southern California,usc.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://keckfac.usc.edu/profile.php?person=1108
61131,Dan Simon,University of Southern California,usc.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://gould.usc.edu/about/contact/faculty/contactinfo.cfm?detailid=307
61247,Duncan C Thomas,University of Southern California,usc.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://pibbs.usc.edu/faculty/profile/?fid=304
61274,Eliz Sanasarian,University of Southern California,usc.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1,http://dornsife.usc.edu/cf/faculty-and-staff/faculty.cfm?pid=1003671
61334,Florence Hofman,University of Southern California,usc.edu,Veterinary Microbiology and Preventative Medicine</li><li>Pathobiology</li><li>Veterinary Medicine</li><li>Veterinary Medical Science</li><li>Veterinary Pathology</li><li>Veterinary Clinical Sciences</li><li>Comparative and Veterinary Medicine</li><li>Veterinary Preventive Medicine</li><li>Veterinary Pathobiology</li><li>Veterinary Clinical Medicine,Veterinary Medicine,1,http://pibbs.usc.edu/faculty/profile/?fid=227
61337,Frances J Richmond,University of Southern California,usc.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://pharmacyschool.usc.edu/profiles/frances-j-richmond-ph-d/
61470,Henrike Moll,University of Southern California,usc.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://dornsife.usc.edu/henrike-moll/
61509,Isaac Maya,University of Southern California,usc.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://pressroom.usc.edu/isaac-maya/
61629,John C Wood,University of Southern California,usc.edu,"Biomedical Engineering</li><li>Biomedical Sciences</li><li>Vision Science</li><li>Biological Systems Engineering</li><li>Applied Science Engineering</li><li>Biomedical Physics</li><li>Human Centered Design and Engineering</li><li>Biomedical Informatics</li><li>Biomedical Engineering, Biomedical Imaging and Telemedicine</li><li>Biomedical Informatics and Computational Biology",Biomedical Engineering and Bioengineering,2,http://www-hsc.usc.edu/~jwood/publications.html
61687,Judith A Tickner,University of Southern California,usc.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1,http://dornsife.usc.edu/cf/faculty-and-staff/faculty.cfm?pid=1003764
61696,Julie M Gray,University of Southern California,usc.edu,Occupational Science</li><li>Human Movement Science</li><li>Biokinesiology and Physical Therapy</li><li>Rehabilitation Science</li><li>Biokinesiology</li><li>Rehabilitation Psychology</li><li>Health and Rehabilitation Sciences</li><li>Occupational Therapy</li><li>Rehabilitation Counselor Education</li><li>Physical Rehabilitation Science,Rehabilitation and Therapy,1,http://chan.usc.edu/faculty/directory/Julie_Gray
61980,Mikel Snow,University of Southern California,usc.edu,Occupational Science</li><li>Human Movement Science</li><li>Biokinesiology and Physical Therapy</li><li>Rehabilitation Science</li><li>Biokinesiology</li><li>Rehabilitation Psychology</li><li>Health and Rehabilitation Sciences</li><li>Occupational Therapy</li><li>Rehabilitation Counselor Education</li><li>Physical Rehabilitation Science,Rehabilitation and Therapy,1,http://keck.usc.edu/Education/Academic_Department_and_Divisions/Department_of_Cell_and_Neurobiology.aspx
62164,Randall Widelitz,University of Southern California,usc.edu,Veterinary Microbiology and Preventative Medicine</li><li>Pathobiology</li><li>Veterinary Medicine</li><li>Veterinary Medical Science</li><li>Veterinary Pathology</li><li>Veterinary Clinical Sciences</li><li>Comparative and Veterinary Medicine</li><li>Veterinary Preventive Medicine</li><li>Veterinary Pathobiology</li><li>Veterinary Clinical Medicine,Veterinary Medicine,1,http://pibbs.usc.edu/faculty/profile/?fid=319
62188,Richard Dekmejian,University of Southern California,usc.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1,http://dornsife.usc.edu/cf/faculty-and-staff/faculty.cfm?pid=1003204
62411,Suzanne Wenzel,University of Southern California,usc.edu,Social Welfare</li><li>Social Work,Social Work,1,https://sowkweb.usc.edu/faculty/suzanne-wenzel
62490,Tridib Banerjee,University of Southern California,usc.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://priceschool.usc.edu/tridib-banerjee/
62556,William O Mcclure,University of Southern California,usc.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://cet.usc.edu/faculty/mcclure.html
62719,Anneclaire J D Roos,University of Washington,washington.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://deohs.washington.edu/faculty/Larson_Timothy
62720,Annette L Fitzpatrick,University of Washington,washington.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://depts.washington.edu/epidem/fac/facBio.shtml?Fitzpatrick_Annette
62752,Barbara Henry,University of Washington,washington.edu,Slavic Languages and Literatures</li><li>Central Eurasian Studies</li><li>Slavic Languages and Literatures and Linguistics</li><li>Slavic and East European Languages and Literatures</li><li>Slavic Linguistics</li><li>Baltic and Slavic Languages and Literatures,Slavic Languages and Societies,1,http://slavic.washington.edu/people/barbara-henry
62808,Bradley S Portin,University of Washington,washington.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://www.bothell.washington.edu/education/about/faculty/bradportin
62859,Carol Davis,University of Washington,washington.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://faculty.washington.edu/cadavis1/
62939,Christopher Bitter,University of Washington,washington.edu,"City and Regional Planning</li><li>Environmental Design and Planning</li><li>Urban Design and Planning</li><li>Built Environment</li><li>Planning, Policy and Design</li><li>Community and Regional Planning</li><li>Planning and Real Estate Development</li><li>Regional Planning</li><li>Planning, Design and Construction</li><li>Regional School","Urban, Community and Regional Planning",1,http://urbdp.be.washington.edu/people/faculty/departmental/profiles/bitter.html
63063,David M Koelle,University of Washington,washington.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://depts.washington.edu/daid/directory/koelle.html
63176,Elizabeth Kier,University of Washington,washington.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1,http://www.polisci.washington.edu/people/elizabeth-kier
63273,Geoffrey R Loftus,University of Washington,washington.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://faculty.washington.edu/gloftus/
63429,James Mazza,University of Washington,washington.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.washington.edu/news/2012/08/16/back-to-school-tips-for-parents-from-uw-psychologists/
63507,Jesse R Fann,University of Washington,washington.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://depts.washington.edu/pbscifac/Fann_CV.pdf
63565,John M Inadomi,University of Washington,washington.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://depts.washington.edu/givemed/prof-chair/holders/john-m-inadomi-m-d/
63580,John Schaufelberger,University of Washington,washington.edu,"City and Regional Planning</li><li>Environmental Design and Planning</li><li>Urban Design and Planning</li><li>Built Environment</li><li>Planning, Policy and Design</li><li>Community and Regional Planning</li><li>Planning and Real Estate Development</li><li>Regional Planning</li><li>Planning, Design and Construction</li><li>Regional School","Urban, Community and Regional Planning",1,http://cm.be.washington.edu/faculty-profile/John/Schaufelberger
63846,Marcia A Ciol,University of Washington,washington.edu,Occupational Science</li><li>Human Movement Science</li><li>Biokinesiology and Physical Therapy</li><li>Rehabilitation Science</li><li>Biokinesiology</li><li>Rehabilitation Psychology</li><li>Health and Rehabilitation Sciences</li><li>Occupational Therapy</li><li>Rehabilitation Counselor Education</li><li>Physical Rehabilitation Science,Rehabilitation and Therapy,1,http://www.rehab.washington.edu/education/faculty/nonproviderbios/ciol.asp?view=3
63865,Marianne S Hansen,University of Washington,washington.edu,Scandinavian Studies</li><li>Scandinavian Languages and Literatures</li><li>Scandinavian Section,Scandinavian Studies,1,http://scandinavian.washington.edu/people/marianne-t-stecher
64100,Patrick J Heagerty,University of Washington,washington.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://faculty.washington.edu/heagerty/
64126,Paula Nurius,University of Washington,washington.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://depts.washington.edu/ccfwb/faculty/social-work
64184,R D Martin,University of Washington,washington.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.apl.washington.edu/people/profile.php?last=Martin&first=David
64484,Susan D Reed,University of Washington,washington.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://depts.washington.edu/obgyn/faculty/index.php?id=1007
64492,Susan R Heckbert,University of Washington,washington.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://depts.washington.edu/epidem/fac/facBio.shtml?Heckbert_Susan
64590,Tracy Jirikowic,University of Washington,washington.edu,Occupational Science</li><li>Human Movement Science</li><li>Biokinesiology and Physical Therapy</li><li>Rehabilitation Science</li><li>Biokinesiology</li><li>Rehabilitation Psychology</li><li>Health and Rehabilitation Sciences</li><li>Occupational Therapy</li><li>Rehabilitation Counselor Education</li><li>Physical Rehabilitation Science,Rehabilitation and Therapy,1,http://www.rehab.washington.edu/education/faculty/nonproviderbios/jirikowic.asp
64716,Aimee Ferraro,Walden University,waldenu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.waldenu.edu/colleges-schools/school-of-health-sciences/faculty/bios/aimee-ferraro
64730,Amy Thompson,Walden University,waldenu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.waldenu.edu/colleges-schools/school-of-health-sciences/faculty/bios/amy-thompson
64808,Cathy Thoompson,Walden University,waldenu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.waldenu.edu/colleges-schools/school-of-psychology/faculty
64818,Cherry Collier,Walden University,waldenu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.waldenu.edu/colleges-schools/school-of-psychology/faculty/bios/cherry-collier
64832,Christopher Godat,Walden University,waldenu.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://catalog.waldenu.edu/content.php?catoid=61&navoid=9256
64839,Clarence Schumaker,Walden University,waldenu.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.waldenu.edu/colleges-schools/school-of-health-sciences/faculty/masters
